SKU,Date,Total_Sales_USD,Total_Units_Sold,Organic_Conversion_Rate_Percent,Organic_Sales_USD,Ad_Spend_USD,Advertising_Conversion_Rate_Percent,Average_CPC_USD,TACOS_Percent,ACOS_Percent,Margin_Before_Ads_USD,Profit_USD,Profit_Margin_Percent,Percent_of_Sales_from_Ads,SEO_Score
SKU1,2024-03-20,1803.6825643033403,33,,,324.29766572337667,,,9.60945179918766,20.655941929191446,,207.8411616379064,39.522602378948505,10.84602411293296,58
SKU1,2024-03-21,947.8841219332116,37,,,218.2017424243321,,,21.48526540436987,17.852237104702247,,331.5368594902533,29.4108758017125,31.50160730375071,70
SKU1,2024-03-22,1752.8092683289158,41,,,451.25827429397395,,,12.5914788790815,14.933376691540499,,203.56801485838272,14.487873796372789,16.27215083998814,64
SKU1,2024-03-23,930.523495308434,18,,,408.7548535859094,,,19.04443924981377,37.854371429964296,,797.9756369386796,36.852118064835764,24.655821335205005,81
SKU1,2024-03-24,1029.8872787393761,33,,,303.83628036946254,,,11.287680504164575,20.481225537153882,,453.8146975342578,41.66835374361955,30.34246020778523,74
SKU1,2024-03-25,1048.3985606452725,25,,,213.5155342423483,,,20.0971567914054,42.637744427019314,,622.1061803879486,38.91961570791176,18.75470550459879,56
SKU1,2024-03-26,1549.05931980094,35,,,461.0458918316487,,,18.040514464466945,15.195995070078432,,213.53937953553296,12.24573837814142,17.117727205283973,94
SKU1,2024-03-27,747.8798576234371,29,,,101.84678162510062,,,13.22359675491394,34.40778630917221,,673.9872146189898,30.0702066800795,23.37185635289964,90
SKU1,2024-03-28,1143.5794195260023,25,,,470.17742399601644,,,5.088193844738793,26.07266616289789,,280.9111371947772,10.935318411036894,17.15796750552583,98
SKU1,2024-03-29,1599.1690873292036,44,,,145.2628086941131,,,13.210862993573723,24.251964476033322,,564.6213266400443,28.440317627523793,12.88016409952533,67
SKU1,2024-03-30,1327.2737121118785,21,,,361.2659320468827,,,15.493435449832809,25.654727177042524,,242.13233827557113,12.998845691466476,11.16364192425091,77
SKU1,2024-03-31,646.7202341469484,26,,,399.1260376899372,,,22.746778259912844,14.709841961271533,,707.6049381574838,48.166636514804495,19.783506601225916,92
SKU1,2024-04-01,1174.84002593057,20,,,172.5150859468778,,,7.173899107864421,41.07654609850131,,711.8618845647568,31.50821878809012,37.503828885601585,93
SKU1,2024-04-02,998.837356151121,21,,,306.13715703094454,,,20.323315569317128,46.680063258747225,,725.1735222454516,16.968650840924266,21.955855002050683,78
SKU1,2024-04-03,930.4933702057126,45,,,489.7648282389045,,,10.207288120794376,18.61153073992629,,443.5694798955748,45.33127222305909,33.701451091642625,65
SKU1,2024-04-04,1620.7459512846146,16,,,145.796166415965,,,10.802924917165031,21.896015386555298,,443.0647985581194,18.029485542578577,11.427127309495415,96
SKU1,2024-04-05,1730.2548167563057,29,,,302.35946321161566,,,22.307797485932905,22.437696108649604,,228.4532954023468,26.772562787116513,28.70423174367182,85
SKU1,2024-04-06,1101.0529926662412,19,,,376.3007862556623,,,18.60122781540676,15.739155955149693,,586.364768278175,10.1602635876342,15.66117720202856,54
SKU1,2024-04-07,1111.9977889386441,17,,,263.2081064348508,,,24.16852840462048,36.58315452415309,,643.0761501422309,38.05963128539382,19.441995142406867,76
SKU1,2024-04-08,698.9120160433883,14,,,227.8612768375137,,,18.35256424761479,11.602672056565053,,694.7087585978785,39.966872106713865,19.959890892115155,50
SKU1,2024-04-09,882.8816077496929,14,,,342.1297790521528,,,18.66305480014981,39.33815052842843,,572.478999621946,32.764165826432716,22.901155777534203,81
SKU1,2024-04-10,1191.788580577911,15,,,294.962138621421,,,6.728219572471761,20.565658322588867,,399.0656614010463,46.242406405670906,34.404335355499136,86
SKU1,2024-04-11,830.3565183139322,32,,,417.4722276249431,,,20.700189601065375,47.05087592180775,,643.5934745744031,49.71618535956614,20.72983455584511,77
SKU1,2024-04-12,1179.5995573392547,47,,,189.1426717153924,,,10.86305641418229,43.65833300651009,,758.4697919319514,49.18041119819441,11.798724090556354,51
SKU1,2024-04-13,737.4470453268542,39,,,336.49554114913303,,,7.925258392250621,12.098460438194243,,305.32028266333515,43.51067088554651,22.076273902999986,53
SKU1,2024-04-14,1343.3121326288976,20,,,329.52543622961065,,,7.198619623410439,46.03318734065833,,680.3101556896736,37.20053780860604,23.252540307093753,57
SKU1,2024-04-15,1170.7450830124058,31,,,496.17949656692775,,,24.323355268304766,38.69366037697627,,470.5527112904671,39.86943048551988,37.88130452989792,74
SKU1,2024-04-16,1836.744080066582,27,,,163.00131364711837,,,12.726999463933202,40.5211691064775,,686.3710952176937,35.18226793078779,19.959644581051087,85
SKU1,2024-04-17,1670.400857332189,29,,,334.0705522083214,,,19.269698310601974,18.172877648723073,,417.21752644200853,35.79608434096868,35.3629471215801,98
SKU1,2024-04-18,1603.679041689517,33,,,367.92564856759975,,,21.793221813843186,24.83925724895912,,536.1599805304852,22.77149996125967,38.22069734881161,97
SKU1,2024-04-19,1927.4301319039414,48,,,228.4856508284904,,,13.947882033007318,20.780490626922166,,210.648373796615,31.064898310851497,22.961590061215187,82
SKU1,2024-04-20,1305.1605855228127,38,,,132.30767592593438,,,24.194853241817526,45.88782058258936,,239.66125446746574,22.77802918341884,36.33572293687929,72
SKU1,2024-04-21,1422.3300719133606,37,,,173.27022010567043,,,7.861925749744472,13.623533551159127,,679.3473984089985,14.692356503104484,20.997853636352556,97
SKU1,2024-04-22,1724.6606716537206,41,,,493.8285273722493,,,13.304920832030316,18.715973756612012,,272.37971727321104,34.63877657272404,38.279375897042115,73
SKU1,2024-04-23,933.4844073046727,20,,,361.4144415721157,,,9.57491810895796,43.577530910428585,,615.9448123797433,26.82712507671754,30.706560641229753,77
SKU1,2024-04-24,679.6105053727068,22,,,117.68268358062421,,,13.562545255866745,14.982361011018073,,673.0593975079303,16.025417575277533,12.546049436101065,52
SKU1,2024-04-25,1710.5234267504725,34,,,292.96616859037704,,,21.905483097769608,28.995529777541353,,533.2113258188134,43.62738029998495,17.390560584770252,65
SKU1,2024-04-26,1491.4833976481805,42,,,142.34512600332636,,,18.999675803355757,28.16817548615155,,505.8284801914209,37.592432860139326,18.644967716725493,94
SKU1,2024-04-27,1269.418992153068,14,,,324.6428936204702,,,24.430797134573183,25.810767842346362,,317.4001952064668,19.38011527722018,30.557565228989645,74
SKU1,2024-04-28,1199.7650776622113,47,,,418.3680961823339,,,18.23590436547933,38.23337374930432,,729.0439981061684,17.646530926380045,30.368730785417593,71
SKU1,2024-04-29,885.4249705878647,20,,,197.2438231528316,,,9.264473427256155,11.918201682770327,,465.1267434404665,40.680008228516044,27.840132113755224,59
SKU2,2024-01-31,726.7749734966513,46,,,415.37600961868895,,,17.63413978195416,15.227964099403755,,325.13409233376603,25.53703639361286,27.800054585077014,72
SKU2,2024-02-01,1410.3894523200684,21,,,462.6834330237908,,,14.381764150332057,23.421488548735432,,550.0926050711626,13.756792678214694,35.664110438826654,59
SKU2,2024-02-02,977.0786251843165,19,,,253.3162290539028,,,16.4295289364368,14.708926994309245,,596.238473653513,20.883065434906094,35.20917292030815,96
SKU2,2024-02-03,1048.2428344612995,17,,,492.10315365773636,,,23.491743855474677,37.03337937057063,,255.11298905171049,16.69055186601853,10.827204383238971,69
SKU2,2024-02-04,1261.9562290967526,30,,,246.37977365312418,,,9.056479359283774,36.66679405527444,,338.73139092959156,15.865431045088636,14.401584814382502,86
SKU2,2024-02-05,1441.9960864133639,37,,,103.78051137773761,,,17.00353090576055,14.960181252362057,,739.4366502436025,41.61129255355637,32.743668690237,75
SKU2,2024-02-06,609.2871365912549,16,,,235.5567659015565,,,8.530410581310434,26.7413473787288,,574.30897763638,43.081238748561226,27.796776894866138,79
SKU2,2024-02-07,1419.5441964062147,14,,,157.247682600524,,,20.111298253595926,25.420628012492323,,687.8278233684346,26.48509354681801,36.54222778974654,81
SKU2,2024-02-08,797.8688374219706,48,,,352.08485354489903,,,5.969698309289764,30.63273863511011,,655.5582160928002,46.00588261128933,24.99261222915595,76
SKU2,2024-02-09,1887.9485283846284,29,,,441.8441289130833,,,13.02732428636768,45.13578646469537,,655.666463665535,26.07034974026444,16.888482292371712,83
SKU2,2024-02-10,1992.658367936194,36,,,449.8747479509873,,,7.0993328354640255,46.725558146350025,,277.828583327016,34.82661159793027,30.409866285485723,90
SKU2,2024-02-11,1149.786864514756,18,,,145.83889165431864,,,19.763675547402478,39.09691168857454,,543.2667089266663,46.48680056903743,36.793214930070675,67
SKU2,2024-02-12,1159.4216127965524,24,,,371.655203544643,,,21.24530517923263,34.06551737598174,,668.1341251425692,12.39567514817331,28.273752201769447,90
SKU2,2024-02-13,1341.6370629295998,22,,,438.148570974501,,,16.430729023053054,12.088626144338338,,657.3526492679318,45.75429022681497,36.68703636756648,71
SKU2,2024-02-14,1927.969821042805,27,,,294.003034749739,,,18.771996286284008,13.890265869558625,,370.54679414674393,18.97491649517913,27.066365155172978,81
SKU2,2024-02-15,1223.6661546402659,29,,,382.90048649774485,,,9.371307038985616,30.66533650572267,,428.72509587572426,47.520740567180134,23.817668880320653,60
SKU2,2024-02-16,751.3107824484897,40,,,428.154314618146,,,10.068044928062555,41.71871777758298,,497.4089372726238,14.551058689123938,36.52048532153066,54
SKU2,2024-02-17,1397.6982212184469,46,,,395.42713312200124,,,6.329849902113929,23.390853323952157,,557.3909241945778,45.73994168370143,32.8316645463637,82
SKU2,2024-02-18,1909.7375585334864,41,,,450.8708063785303,,,18.791159984232305,47.79165750883291,,447.8156674897583,42.49636868557025,24.207074297264807,62
SKU2,2024-02-19,569.2863231452013,34,,,142.20675941011177,,,14.515795710429504,39.95339224300966,,496.8120720061687,12.95706741811733,16.385794862521355,71
SKU2,2024-02-20,533.1637955456215,34,,,332.37027268305167,,,8.74532319499296,47.42820549823881,,489.3240435943385,44.86425745064703,31.106350448265964,77
SKU2,2024-02-21,1511.016120819057,11,,,372.3318058162646,,,13.808960716157197,13.800932851978489,,264.0224362337809,44.484348516205536,13.001680915636598,59
SKU2,2024-02-22,1292.6428705882745,28,,,389.1248545956316,,,19.241191742658877,12.170594998344871,,743.4494315036112,26.943244934022918,17.69065822617751,94
SKU2,2024-02-23,1774.239426605354,46,,,202.49144952371768,,,5.786717883960348,34.021103576007874,,532.4614881614182,33.276600766779225,19.361017749582935,74
SKU2,2024-02-24,1282.9355372199516,17,,,181.87658801650267,,,16.03685623173785,14.450641964683658,,641.1033421020564,24.615583501753022,18.043024244572088,98
SKU2,2024-02-25,695.637220471292,44,,,319.2235522318107,,,13.119948710004756,25.67987803710937,,376.5199841326348,44.42974772937106,18.374944121370667,62
SKU2,2024-02-26,1113.7908479183916,43,,,309.72895233366785,,,18.196171045891234,19.640995476355055,,362.80284439482136,47.156211597713124,32.265628204369655,72
SKU2,2024-02-27,870.1473754914605,16,,,340.1440940857667,,,18.206206942721938,44.200224807447654,,235.8544641468082,46.0867999910004,21.078658916504377,88
SKU2,2024-02-28,1767.7552242955846,33,,,427.1462175692391,,,17.939164391080233,46.70244879391018,,420.17128410437147,49.82568387330596,24.808505845299862,54
SKU2,2024-02-29,1462.1672925885923,22,,,388.1139746923648,,,23.76117049172492,22.200287084039427,,453.94745573276475,16.963294520899655,32.75197085388023,93
SKU2,2024-03-01,1687.6301819848366,14,,,390.50317697220646,,,13.766084080884971,37.47520677523982,,328.8495101969182,22.50125626957368,33.12334580466724,83
SKU2,2024-03-02,1267.6512409199763,12,,,404.4735668049214,,,20.96574419196794,33.94944493225983,,462.77709202089807,21.71132165061636,38.63249371669869,76
SKU2,2024-03-03,526.0515521366252,45,,,478.0349313018983,,,9.32175094777354,17.70825993496638,,324.15826067194934,45.82650284190004,14.517349439155897,80
SKU2,2024-03-04,894.9116537987966,42,,,207.46131891165038,,,23.028475504978832,31.523580742472483,,470.5737366935573,12.623113429605763,23.481442711576044,52
SKU2,2024-03-05,1296.7491210260594,38,,,272.8019897950773,,,14.202442043014312,37.41592864223638,,479.9103407585976,35.142376404679396,38.316461102605345,95
SKU2,2024-03-06,1507.0245163042055,18,,,347.1075845135938,,,21.004848046653265,24.540667216203023,,711.0490607029558,11.447987938888389,24.5955711995633,79
SKU2,2024-03-07,1561.5944782385288,49,,,272.5322195030447,,,11.791129106479373,21.054852246508325,,794.7967983527063,26.7621939913443,28.585375519203396,98
SKU2,2024-03-08,1891.1444129859249,48,,,320.43750037438673,,,13.580037264436651,36.60819869387929,,356.4876355589994,15.711386919868978,18.100914668453765,65
SKU2,2024-03-09,1517.268948846714,49,,,442.645265829515,,,23.977378242053348,27.074479383640238,,590.7690475619925,30.402699280072557,23.21003873559815,65
SKU2,2024-03-10,1191.8874952331744,46,,,375.9236632396291,,,16.595980425205994,28.131330772315604,,588.546399772734,37.84823203102334,10.939785702274518,83
SKU2,2024-03-11,1917.5848719994626,28,,,450.15798242968754,,,11.15806193149371,22.82190111721595,,357.0473229313623,45.16862907459536,24.454182251693304,93
SKU2,2024-03-12,677.3161305169651,38,,,316.55250479643576,,,15.798778467806793,13.477664793702374,,760.7741557120723,45.094228929666286,38.783479143699,77
SKU2,2024-03-13,669.5775777875399,26,,,181.9425091584967,,,24.924319684482086,39.69637438641658,,501.5866011389578,34.46126059740286,38.91841146545625,98
SKU2,2024-03-14,510.19649558197597,18,,,118.04598983060615,,,7.330248484226452,34.498380312894355,,513.1227340145206,46.52948140089026,18.48361457092571,97
SKU2,2024-03-15,637.7117667606643,43,,,249.09704443131818,,,10.587366089002881,35.87561929255928,,481.0388627135425,30.35831530604635,23.531900713383546,62
SKU2,2024-03-16,846.4849392088752,18,,,224.14196629695846,,,7.272935367106408,28.31757735447389,,349.2179305617737,16.129597772230177,15.515191622598973,74
SKU2,2024-03-17,854.6997321341371,47,,,134.29025224956678,,,15.661787156353979,33.334529117020864,,521.5494358429537,12.606757548968325,21.03910883081503,86
SKU2,2024-03-18,639.345091580008,27,,,128.66086871221975,,,19.609427541010415,23.256215130715635,,493.8109896762674,22.378658850059207,39.88055693922993,79
SKU2,2024-03-19,1309.934948586259,25,,,271.7483653360275,,,18.537412178156845,27.610686960393682,,425.4332024404266,36.55643531598624,34.818052871847925,95
SKU2,2024-03-20,758.3422889956933,33,,,475.8597117775645,,,20.970463222637328,14.171295691457825,,577.740519838845,26.419493191744806,18.52680093257937,57
SKU2,2024-03-21,706.1295672343741,11,,,128.93474187703183,,,11.407872652724244,40.348260663250464,,577.9216884616076,48.50224989541292,12.997039691551205,72
SKU2,2024-03-22,1483.9046236912727,32,,,253.3686338975223,,,21.130386151436266,32.997802860515435,,653.3492431782088,33.742432509551314,32.87966849077168,97
SKU2,2024-03-23,1514.0026403724275,48,,,236.1114076642943,,,9.096763656372547,22.544527499356235,,597.5704953450827,48.988159216124565,33.67087699303558,89
SKU2,2024-03-24,696.1139663482611,41,,,499.68649461799225,,,15.38380840820491,27.726667350783842,,632.7854358548022,10.888157324504228,34.7827999116181,59
SKU2,2024-03-25,1922.5229823805614,24,,,195.47826328910793,,,10.031280613823093,24.259020880784462,,616.9415987440968,10.79760753401169,18.330739963224815,60
SKU2,2024-03-26,1251.1367949057549,19,,,353.10428274090907,,,7.0363915451105985,14.43921512834104,,799.582835420237,42.0173375823467,22.60081411737839,56
SKU2,2024-03-27,993.8016219393062,46,,,207.62495237133533,,,13.216439433395708,13.211034338987773,,522.9386217760555,12.484807190627475,29.077950739339194,80
SKU2,2024-03-28,800.815412462999,33,,,333.68951697507083,,,15.039467118773436,19.91841245679309,,682.911966687369,34.53858004553186,39.07621821977821,56
SKU2,2024-03-29,1689.5333311817253,35,,,249.51709954461148,,,20.329506523468627,36.5038656889325,,333.8666778406447,34.92169848164741,17.480035912563814,51
SKU2,2024-03-30,1462.0655539455086,35,,,253.4355574941154,,,11.532683290793482,33.2356399331241,,226.62781413181588,33.639500524179105,39.48290523224096,83
SKU2,2024-03-31,1747.912906607229,33,,,254.04954487988834,,,20.710839044367344,29.58777539033921,,650.5184673213107,12.621345570926303,26.617412958529854,77
SKU2,2024-04-01,1634.4085308331794,48,,,485.1274855334256,,,11.629125100284137,38.98098080332809,,737.0427515996521,41.370360324166434,24.491198821702017,99
SKU2,2024-04-02,1399.358042852698,29,,,105.95179440737512,,,9.223714099140718,30.421378813308472,,480.98794814973706,37.25178449950796,30.07952535511112,68
SKU2,2024-04-03,1998.7497542221886,16,,,144.81195230476828,,,10.123916068176195,43.40280729956039,,371.81731906358533,49.157665925686196,17.79943305306035,96
SKU2,2024-04-04,537.3018128858821,40,,,244.91861198944434,,,17.051343450148593,49.818711498347426,,572.0542294568808,12.908574696418004,11.814393606930992,57
SKU2,2024-04-05,1248.1529862645395,43,,,208.90541313843735,,,5.34375286143897,41.41587419956707,,799.5504645869826,20.940566843078443,10.660002962917785,69
SKU2,2024-04-06,932.1783166839411,40,,,125.50662893526612,,,8.963038371569017,11.492835318626614,,616.9403500150164,33.71384324142127,33.08517335561631,91
SKU2,2024-04-07,1845.7297147409809,35,,,227.72406509256248,,,7.618923944723061,11.990143980225438,,611.8508558864357,25.93560313412352,34.91249980578675,58
SKU2,2024-04-08,613.9966883795497,27,,,262.28398254951816,,,8.132282343093282,17.809073456896467,,506.0960994293228,13.682239552621166,11.929392083560227,89
SKU2,2024-04-09,1864.787795460448,31,,,214.3894764580847,,,18.089314264698572,25.267162362826117,,707.1831154427564,48.17564578261666,39.303771725577604,50
SKU2,2024-04-10,1523.7734776350717,37,,,348.49464681036136,,,22.44482619575684,12.440272496516872,,389.7580034180107,36.49426557692347,28.73516522041727,64
SKU2,2024-04-11,1636.322203953608,18,,,364.82589761622694,,,12.138367663182718,46.73410488574636,,600.299930101025,34.60416434941823,14.357606001765555,99
SKU2,2024-04-12,1204.9533867238893,35,,,370.62309462998246,,,11.195023452304651,17.756803981399454,,593.3845090638029,38.44033120080054,17.383711957276816,57
SKU2,2024-04-13,1764.2126910007514,39,,,403.9316243675389,,,6.915582060981558,43.03998710528093,,487.8383014781124,21.441514454943864,22.976701532231118,79
SKU2,2024-04-14,1120.4161547741433,16,,,179.5297297428534,,,20.327030292137596,27.381011936727745,,417.12039014465546,22.834219618959843,34.51922776035233,79
SKU2,2024-04-15,590.1109189345859,40,,,489.03323627822755,,,16.873133996636923,35.45100534575175,,380.79943050054027,24.65445777713596,21.832778489665962,65
SKU2,2024-04-16,962.8615357645895,16,,,277.9109054683157,,,19.051442033445674,22.886655710210295,,264.0827370940868,35.853245706313075,15.52504762011004,57
SKU2,2024-04-17,1229.307322503795,41,,,311.1482193391678,,,9.573151436404967,13.534489916917053,,580.3460370693278,42.490608897573,20.881117612632472,68
SKU2,2024-04-18,938.6781119384839,29,,,278.50158804422074,,,14.791183925398038,15.620641261756912,,623.6332473814241,37.30926935257148,15.614817944020078,85
SKU2,2024-04-19,1407.5316117841353,38,,,339.0737649188102,,,12.949869356430577,49.84910291260816,,707.1298105086147,41.59019579221916,17.212527699500892,76
SKU2,2024-04-20,1075.8519487502172,26,,,335.06870988279877,,,12.438776186038133,14.659645889768456,,781.76177296094,28.353745632120653,36.314310141243396,61
SKU2,2024-04-21,1520.6876748855166,38,,,367.970513614579,,,22.957978923663486,47.30269888878145,,395.1834461783907,18.988303435490455,38.70851930525835,50
SKU2,2024-04-22,798.8981445781093,16,,,205.31077686730592,,,13.628377249170853,39.92736509741018,,488.8754284768381,33.111018354331776,33.370763238682876,82
SKU2,2024-04-23,1627.6452252395957,34,,,394.0919873986091,,,12.408868934977503,43.444258369742144,,650.7939875136037,23.771283976216292,15.826717605064582,61
SKU2,2024-04-24,1590.7721135665483,43,,,391.24636999162703,,,8.52531376140491,37.84987831158941,,219.57714116900064,15.42248821289784,18.432460030646055,71
SKU2,2024-04-25,1807.472643891174,22,,,181.84233841752723,,,10.22953972826439,32.16935279250174,,638.9472794405945,43.59251255806968,13.659345190084359,79
SKU2,2024-04-26,756.1995653057152,31,,,339.2597055595377,,,11.119874690263199,21.164729811997756,,597.1659224090727,37.763619174920535,31.924281585573866,91
SKU2,2024-04-27,1251.3918351586826,23,,,185.11837118728607,,,15.817840943662683,29.232993323373968,,562.9369900306976,39.97026434304369,13.725006603081221,57
SKU2,2024-04-28,1481.8824917696784,45,,,365.32850041032884,,,6.091532915257812,27.521067432383397,,408.047366067515,45.28973535527915,10.600083048346804,72
SKU2,2024-04-29,640.9135485465785,38,,,432.228887060276,,,6.300755949296482,31.525541196754116,,277.6677485487957,49.9627106603943,14.318219818961119,62
